idnoremp;Seccion19;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
10459;N2;79;2019;241899020;2;245181;178021291;37479658;1900328;908;908;0;23692976;25826354;1888196;0;245181;5879089;412193;0;10888376;36714730;107243964;69764306;38615058;1989;0;14218533;227680487;0;0;0;808;485;323;74;51;23;0;0;0;1;1;25;19;6;557;353;910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2900201;21662836;5009028;0;0;3327920;1265520;3654;99383;1900328;38615058;134655056;0;1424725;1702300;1319613;0;3626630;622516;0;6047176;0;0;2789241;274278;93350;4709675;156832;349041;76431;2218963;184502;7852555;1935042;1340967;5098962;214475;509451;29987;210135;476244;3758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10460;N2;79;2019;12990271;0;75193;3941363;3455067;286574;170;170;0;4492986;4568179;0;0;75193;1135515;0;0;1931612;6499791;12990271;9535204;6786365;1994;0;0;12990271;0;0;0;162;115;47;0;0;0;0;0;0;0;0;8;6;2;121;49;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;707320;3997862;923319;0;0;586625;209472;0;0;286574;6786365;0;0;69744;587;129900;0;325776;0;0;113042;0;0;353357;7291;57954;111764;52929;10399;3457;1018509;15542;316002;151644;102944;932560;0;121116;147;34788;11911;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10462;N2;79;2019;5148463;0;0;1995454;725641;23322;5;5;0;543847;543847;0;0;0;131527;0;0;288532;832379;3974152;3248511;855701;2019;0;214723;4933740;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;543847;131527;0;0;100722;37770;18513;0;23322;855701;1174311;0;96452;0;53642;0;35505;0;0;2065;0;0;0;25875;61883;92125;26858;44195;354;88892;10984;60303;32147;48356;10737;118672;2095;4000;0;6003;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10463;N2;79;2019;5688691;0;17687;850472;786698;185376;47;47;0;1242207;1259894;0;0;17687;280885;0;0;575063;1834957;5688691;4901993;2020333;1998;0;0;5688691;0;0;0;45;28;17;0;0;0;0;0;0;0;0;2;1;1;29;18;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122374;1156545;244173;0;0;198996;58468;36714;0;185376;2020333;0;0;79968;0;22998;0;14779;18858;0;75613;0;0;0;0;30736;164378;65239;25737;1998;38236;31297;1542;74388;25238;87025;52521;11886;5270;12751;10014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10464;H1;52;2019;33561244;1;16439;22424564;21289429;54600;54;54;0;3044768;3061207;0;0;16439;761512;0;0;1514214;4575421;33561244;12271815;4630021;1998;0;0;33561244;0;0;0;52;26;26;0;0;0;0;0;0;0;1;2;1;1;27;28;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3044768;761512;0;0;538922;213780;0;13427;54600;4630021;17996241;0;157858;1026573;239589;0;837455;37817;0;951357;0;0;88230;6173;0;363276;1952;7967;282;206218;0;0;173819;108240;0;16191;62879;40017;2633;86370;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10465;N2;79;2019;2677355;0;19875;1394146;1232923;214932;33;33;0;871491;891366;0;0;19875;244285;0;0;403222;1294588;2677355;1444432;1509520;2002;0;274829;2402526;0;0;0;31;15;16;0;0;0;0;0;0;0;0;2;1;0;17;16;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129186;781061;205529;0;0;117732;41205;0;0;214932;1509520;0;0;513833;0;33075;0;120884;0;0;118381;0;0;0;112556;5110;104905;27485;12715;3005;76701;5;5540;36810;116776;5842;49012;18336;262;14683;18230;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10466;N2;79;2019;241899020;2;245181;178021291;37479658;1900328;908;908;0;23692976;25826354;1888196;0;245181;5879089;412193;0;10888376;36714730;107243964;69764306;38615058;1989;0;14218533;227680487;0;0;0;808;485;323;74;51;23;0;0;0;1;1;25;19;6;557;353;910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2900201;21662836;5009028;0;0;3327920;1265520;3654;99383;1900328;38615058;134655056;0;1424725;1702300;1319613;0;3626630;622516;0;6047176;0;0;2789241;274278;93350;4709675;156832;349041;76431;2218963;184502;7852555;1935042;1340967;5098962;214475;509451;29987;210135;476244;3758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10467;N2;79;2019;3670104;0;17627;1571438;1381181;121853;46;46;0;1165642;1183269;0;0;17627;260384;0;0;501281;1684550;3670104;2288923;1806403;1957;0;33748;3636356;0;0;0;44;27;17;0;0;0;0;0;0;0;0;2;2;0;29;17;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1165642;260384;0;0;190576;50321;0;0;121853;1806403;0;0;130257;681;68608;0;109287;0;0;285814;0;0;26437;8449;1483;46110;34613;8784;3188;55302;51969;84396;320;44942;556428;0;25172;0;13002;16196;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10468;N2;79;2019;3447014;0;21856;1705972;1632959;123091;42;42;0;1062072;1083928;0;0;21856;243504;0;0;459387;1543315;3447014;1814055;1666406;1972;0;0;3447014;0;0;0;39;22;17;0;0;0;0;0;0;0;0;3;2;1;24;18;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;166545;945490;193540;0;0;176000;39883;0;0;123091;1666405;0;0;232498;0;31903;0;26964;0;0;213881;0;0;0;0;0;70960;89425;18703;2533;42351;554;78014;13530;13646;789737;65284;6535;0;540;8914;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10469;H1;52;2019;5923720;13;18632;5856037;4490947;207269;52;52;0;1463968;1660977;178377;0;18632;429189;65467;0;707048;2368025;5923720;1432773;2575294;1971;0;0;5923720;0;0;0;43;20;23;7;5;2;0;0;0;4;9;2;0;2;29;36;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574293;1061963;256901;0;0;126445;85947;0;192008;207269;2575294;1937147;0;143199;0;63415;0;1279265;0;0;341147;0;0;0;84822;0;1062993;16800;74932;5349;59605;661;0;106019;39881;0;211183;30157;129654;20237;57563;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10470;N2;79;2019;2727499;0;19320;837710;706308;27388;36;33;0;506079;805242;279843;0;19320;113452;110345;0;398616;1203858;2727499;2021191;1231246;1972;0;175106;2552393;3;1;2;13;7;6;18;13;5;0;0;0;0;0;2;1;1;22;14;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;506079;113452;0;0;137542;37277;0;0;27388;1231246;0;0;48536;393;25893;0;89200;9669;0;8571;0;0;0;1334;6620;152309;98341;12846;0;52842;14096;80625;19689;15130;166812;10630;12877;111;1572;9614;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10472;N2;79;2019;17326438;0;57976;9899379;5018810;126507;188;188;0;3963979;4021955;0;0;57976;1228523;0;0;1984109;6006064;12649982;7631172;6132571;1982;0;138446;17187992;0;0;0;181;120;61;0;0;0;0;0;0;0;0;7;6;1;126;62;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3963979;1228523;0;0;553518;202068;0;0;126507;6132571;4676456;0;1012184;0;106084;0;10652;46906;0;642725;0;0;0;0;18475;231874;154610;397516;15467;209437;940948;151490;490800;192521;0;73992;53171;330789;63143;80048;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10473;N2;79;2019;804486;0;4968;507562;446194;21636;13;13;0;199150;204118;0;0;4968;53208;0;0;88694;292812;804486;358292;314448;1984;0;0;804486;0;0;0;12;7;5;0;0;0;0;0;0;0;0;1;1;0;8;5;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;199150;53208;0;0;25889;9597;0;0;21636;314448;0;0;108554;0;2154;0;55804;0;0;27699;0;0;0;0;0;120000;4473;37680;24493;29077;69361;0;11436;1261;0;344;5311;4635;0;5243;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10474;N2;79;2019;23872341;0;216203;5258400;4507726;806062;245;245;0;7134796;7350999;0;0;216203;2566042;0;0;4277975;11628974;23872341;19364615;12435036;1982;0;0;23872341;0;0;0;223;132;91;0;0;0;0;0;0;0;0;22;14;8;146;99;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3226301;4876385;1598152;0;0;1176020;429756;106157;0;806062;12435036;0;0;577131;0;263598;0;3153;444980;0;437680;0;0;75273;117784;46297;882452;125118;51872;11409;1137457;99226;11572;176524;575873;0;20839;20921;3313;58996;116932;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10475;N2;79;2019;4929196;0;0;3869549;859593;79719;18;18;0;510965;510965;0;0;0;118105;0;0;225381;736346;2160004;1300411;816065;1981;0;1459353;3469843;0;0;0;18;7;11;0;0;0;0;0;0;0;0;0;0;0;7;11;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;510965;118105;0;0;83928;23348;0;0;79719;816065;2769192;0;122269;0;28641;0;204675;0;0;216216;0;0;0;44166;3357;0;4275;6425;2596;57798;0;114824;20584;21537;195539;2279;39289;0;2404;13483;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10476;N2;79;2019;7185494;0;8115;6459939;828004;39380;13;13;0;373831;381946;0;0;8115;92704;0;0;171371;553317;1665171;837167;592697;1987;0;0;7185494;0;0;0;12;8;4;0;0;0;0;0;0;0;0;1;1;0;9;4;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6066;369585;90884;0;0;62062;16605;0;0;39380;592697;5520323;0;11521;0;81590;0;21681;94;0;76339;0;0;0;0;0;84830;8956;6999;1829;22660;5440;53318;10333;3683;525801;10149;3160;0;5036;6197;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10477;H1;52;2019;13971888;0;0;6117935;5784027;1635114;51;51;0;4003163;4003163;0;0;0;1372662;0;0;2732100;6735263;13971888;8187861;8370377;1994;0;84761;13887127;0;0;0;51;26;25;0;0;0;0;0;0;0;0;0;0;0;26;25;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1854454;2705045;816326;0;0;793190;314144;253548;0;1635114;8371821;0;0;3353591;0;170942;0;138713;0;0;306835;0;0;29407;48710;0;614257;85585;3613;592;311173;0;153270;69730;651690;2042;23990;119353;0;0;34442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10478;H1;52;2019;15441166;1;18961;11217298;6221048;484500;62;62;0;2390226;2432940;23753;0;18961;591156;9501;0;1031319;3464259;15441166;9220118;3948759;1987;0;170936;15270230;0;0;0;58;29;29;2;2;0;0;0;0;1;0;2;0;2;32;31;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;641270;1941337;398775;0;0;317072;113590;0;8459;484500;3948759;0;0;4484548;0;170279;0;3171472;1637044;0;0;0;0;0;11960;15466;244546;66804;478567;7256;389326;3539;23260;61706;274016;0;0;50551;37783;22572;58144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
19360;H1;52;2019;2296505;0;9936;946116;911864;35743;46;43;0;636749;646685;0;0;9936;144232;0;0;274626;921311;2296505;1384641;957054;1988;0;42000;2254505;3;1;2;42;19;23;0;0;0;0;0;0;0;0;1;1;0;21;25;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;636749;144232;0;0;104247;26147;0;0;35743;957054;656815;0;18000;0;18722;0;13136;0;0;39535;0;0;0;16596;22973;7800;4162;5173;1295;27509;9332;1250;19546;24128;0;2907;20099;1797;6823;28518;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10479;M1;70;2019;32459863;0;16988;15313701;14113002;511592;211;211;0;6384230;8908390;2507172;0;16988;1480201;602119;0;3965214;12873604;32459863;18346861;13385196;1989;0;0;32459863;0;0;0;145;57;88;64;19;45;0;0;0;0;0;2;0;2;76;135;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6384230;1480201;0;0;1471658;411236;0;0;511592;13385196;0;0;4823563;0;628618;0;281306;196942;0;4233157;0;0;0;239609;0;846597;34262;258138;93814;59212;205064;239766;1406296;1171888;0;33497;60227;44484;151308;305953;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10480;H1;52;2019;6521665;4;17101;2916924;2651567;122165;78;78;0;1254991;1516319;244227;0;17101;328089;55500;0;777869;2294188;6521665;3870098;2416353;1990;0;0;6521665;0;0;0;54;25;29;21;12;9;0;0;0;1;3;3;2;1;40;42;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126315;1166570;290194;0;0;318876;73626;1778;86659;122165;2416352;1219723;0;113748;0;78517;0;155965;18436;0;250005;0;0;0;57062;189734;211515;16923;70199;13311;140915;7032;16220;58003;6243;87968;35642;38620;134;20096;24254;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10481;H1;52;2019;13610200;7;28909;5505848;3319737;256443;84;84;0;2928251;2957160;0;0;28909;853379;0;0;1490066;4447226;13610200;10290463;4703669;1990;0;16245;13593955;0;0;0;80;48;32;0;0;0;0;0;0;4;3;4;2;2;54;37;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;725368;2420493;635769;0;0;459290;162481;14916;43995;256443;4703669;192252;0;494525;0;175306;0;1425493;559161;0;694621;0;0;0;12459;379062;10750;3929;349225;2119;259567;892;60061;27083;248875;409774;18228;78730;2512;21760;35469;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10482;H1;52;2019;15390;0;1463;5622;5026;0;1;1;0;0;1463;0;0;1463;0;0;0;0;1463;15390;10364;1463;1992;0;0;15390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1463;0;0;1065;0;164;0;392;0;0;0;0;0;0;0;0;591;47;318;9;345;3;0;257;547;1724;0;76;5;24;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10483;H1;52;2019;11386316;1;28335;4865011;4588731;331960;77;77;0;1442727;1471062;0;0;28335;345258;0;0;650314;2121376;11386316;6797585;2453336;1992;0;0;11386316;0;0;0;74;39;35;0;0;0;0;0;0;1;0;3;3;0;43;35;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256205;1263383;268396;0;0;238848;66208;0;24218;331960;2453335;3059105;0;205650;0;44967;0;88840;129344;0;134600;0;0;0;15983;45866;360688;213258;54754;1951;204318;14523;8959;71842;73786;0;22681;41517;1480;12097;34584;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10484;H1;52;2019;5134842;0;47730;1682661;1589489;182808;94;94;0;1637150;2007340;322460;0;47730;443991;59633;0;879029;2886369;5134842;3545353;3069177;1994;0;34237;5100605;0;0;0;66;40;26;23;9;14;0;0;0;0;0;5;4;1;53;41;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1637150;443991;0;0;292509;82896;0;0;182808;3069177;565609;0;402742;0;51753;0;32133;3012;0;49873;0;0;0;7687;146512;183042;7455;5355;4823;56946;14657;4720;17192;13734;0;15130;40000;5582;27529;27069;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10485;H1;52;2019;27590960;0;203035;8598913;8085354;1034755;440;438;0;10241672;10444707;0;0;203035;2473135;0;0;4518934;14963641;27590960;19505606;15998396;1994;0;100095;27490865;2;1;1;417;170;247;0;0;0;0;0;0;0;0;21;11;10;182;258;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630419;9800379;2284009;0;0;1622004;423795;0;0;1034755;15998396;0;0;567102;0;303800;0;133817;0;0;3438561;0;0;0;131053;443948;410935;15791;121223;35268;523019;591060;0;98895;195335;898084;1312;308685;15688;179242;186095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10486;H1;52;2019;2412342;0;8157;2227546;1692728;17735;45;45;0;1512344;1520501;0;0;8157;365566;0;0;730479;2250980;2412342;719614;2268715;1995;0;0;2412342;0;0;0;43;32;11;0;0;0;0;0;0;0;0;2;1;0;34;11;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1512344;365566;0;0;268267;96646;0;0;17735;2268715;705992;0;117763;0;63516;0;122757;339767;0;71314;0;0;0;0;71610;53299;41376;13783;710;80480;36900;0;40258;68019;305645;9288;57000;3229;9505;15335;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10487;H1;52;2019;19860369;8;37017;6529132;6192206;863373;324;324;0;7931022;7968039;0;0;37017;1919355;0;0;3450555;11418594;19860369;13668163;12281967;1995;0;0;19860369;0;0;0;321;157;164;0;0;0;0;0;0;4;4;3;2;1;163;169;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400206;7650878;1799293;0;0;1163201;367999;0;172842;863373;12281967;1012289;0;1015093;0;191519;0;83783;21301;0;1613559;0;0;0;157471;341823;412706;79777;85883;81242;577826;5380;0;170486;82422;0;81894;97858;137;64855;178986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10488;H1;52;2019;14918489;7;66026;3454140;3323515;353516;159;159;0;4668101;4734127;0;0;66026;1092931;0;0;2037172;6771299;14637190;11313675;7124815;1995;0;0;14918489;0;0;0;152;73;79;0;0;0;0;0;0;3;4;7;3;4;79;87;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219188;4514669;1027175;0;0;566710;185499;192032;170492;353516;7124815;665970;0;915821;0;77666;0;0;37832;0;158711;0;0;73613;213126;4465;567291;22469;36440;5865;152308;0;2608;20848;41751;0;2223;168867;0;17806;97968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10489;H1;52;2019;13951594;0;136048;3011969;2471873;288710;315;315;0;6376334;6512382;0;0;136048;1673443;0;0;2909150;9421532;13951594;11479721;9710242;1995;0;0;13951594;0;0;0;301;164;137;0;0;0;0;0;0;0;0;14;9;5;173;142;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425284;6078635;1545858;0;0;948978;286729;0;0;288710;9710242;268646;0;93919;0;158206;0;134679;225905;0;521011;0;0;0;57980;0;227177;35843;109265;36527;328784;1836;101264;91311;63440;0;203;247389;8899;83031;216487;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10490;H1;52;2019;43187620;0;94168;32428274;29818823;985405;199;199;0;4867631;4961799;0;0;94168;1239738;0;0;2243516;7205315;43187620;13368797;8190720;1995;0;0;43187620;0;0;0;189;98;91;0;0;0;0;0;0;0;0;10;5;5;103;96;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;718741;4364512;1024116;0;0;775750;228028;0;0;985405;8190720;28247144;0;124920;0;345914;0;2117010;131913;0;142820;0;0;0;0;0;337294;98700;51739;16430;271448;37767;592;52268;49197;143389;28006;61703;4510;59212;106298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10491;H1;52;2019;16973696;0;174289;5113214;4369004;130233;349;349;0;7978611;8300928;148028;0;174289;1585432;26712;0;3267695;11568623;16973696;12604692;11698856;2002;0;11880;16961816;0;0;0;327;164;163;6;5;1;0;0;0;0;0;16;8;8;177;172;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;476524;7645044;1442475;0;0;1244538;411013;0;0;130233;11698856;0;0;204243;0;209212;0;464544;28386;0;1332436;0;0;0;201788;160839;916736;20148;40650;16462;518500;14627;1200;53398;41845;218451;13219;434719;5221;52720;163870;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10492;H1;52;2019;9551634;0;22992;6721441;6574798;78424;61;61;0;1417238;1440230;0;0;22992;355098;0;0;665143;2105373;9551634;2976836;2183797;1995;0;0;9551634;0;0;0;59;33;26;0;0;0;0;0;0;0;0;2;1;1;34;27;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1417238;355098;0;0;243559;66486;0;0;78424;2183797;5596624;0;153868;0;104652;0;23212;10453;0;240363;0;0;0;71278;167043;51558;18489;63669;4896;15778;0;0;6362;101560;34028;0;23596;489;15827;17696;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10494;H1;52;2019;118930650;9;329028;16536386;13316588;1666539;828;828;0;16967514;19943666;2647124;0;329028;4742212;694343;0;9870065;29813731;118930650;105614062;31480270;1995;0;871558;118059092;0;0;0;573;191;382;216;40;176;0;0;0;3;6;39;10;29;244;593;837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3843628;14276974;3589124;0;0;3339453;1094057;0;140501;1666539;31480270;5016570;0;672809;0;1694265;0;1040462;409448;0;1486145;0;0;0;133260;0;1428400;519835;267560;60396;791226;289088;153152;298636;1002900;365690;75615;151784;32539;0;505770;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10495;H1;52;2019;7004316;0;30867;2894298;2576007;168718;74;74;0;1630355;1661222;0;0;30867;465248;0;0;797104;2458326;7004316;4428309;2627044;1995;0;0;7004316;0;0;0;71;41;30;0;0;0;0;0;0;0;0;3;2;1;43;31;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;237824;1463878;393901;0;0;254161;77695;0;0;168718;2627044;1083887;0;298547;0;73766;0;42729;189740;0;297272;0;0;0;52957;0;304900;19295;94827;17582;192101;9375;21078;38479;26853;322;1765;71518;6243;20628;30434;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10496;H1;52;2019;25786970;27;86157;11693634;10237756;967702;181;181;0;6543208;6629365;0;0;86157;1985047;0;0;3427423;10056788;25786970;15549214;11024490;1999;0;1370423;24416547;0;0;0;171;98;73;0;0;0;0;0;0;17;10;10;8;2;123;85;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2091978;5078823;1357454;0;0;1071128;371248;0;639358;967702;11024490;7756308;0;493482;0;268966;0;990306;182984;0;0;0;0;0;160969;0;485362;36413;118201;2353;181782;4864;30923;57041;145878;5647;42938;17668;10353;29759;32040;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10497;H1;52;2019;23649845;8;65585;6284695;5951062;697913;149;149;0;7761208;7826793;0;0;65585;2772980;0;0;4405519;12232312;23649845;17698783;12930225;2000;0;0;23649845;0;0;0;142;89;53;0;0;0;0;0;0;6;2;7;7;0;102;55;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5449028;3946888;1138272;0;0;1205680;426859;0;210652;697913;12930225;0;0;187875;0;231464;0;60960;0;0;0;0;0;1472871;86338;0;1510031;17916;54508;12114;489823;590;5367;821350;881784;0;73706;53573;11636;5672;96465;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10499;H1;52;2019;29949225;22;57963;18378761;17904835;0;90;90;0;3785332;3843295;0;0;57963;948536;0;0;1829563;5672858;29949225;12044390;5672858;2000;0;0;29949225;0;0;0;84;28;56;0;0;0;0;0;0;12;10;6;5;1;45;67;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1780943;2538672;414253;0;0;604235;150112;126680;391683;0;5672858;12014951;0;198467;0;366262;0;11514;50710;0;0;0;0;801142;270395;412808;1918038;31670;48009;39588;126133;3380;4330;651948;607027;0;0;262577;8117;101029;58983;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10500;H1;52;2019;38783892;1;59755;25726675;24828412;73803;150;150;0;7395767;7500472;44950;0;59755;2003492;9733;0;3502369;11002841;38783892;13955480;11076644;2001;0;0;38783892;0;0;0;143;51;92;1;0;1;0;0;0;0;1;6;5;1;56;95;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2481701;5658576;1258982;0;0;1040012;449132;0;25266;73803;11076644;15870070;0;263954;0;411446;0;168274;232286;0;869034;0;0;129706;725184;39098;3138292;28774;40630;25881;476576;1777078;0;920165;224728;12571;0;73383;3275;34820;236184;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10501;H1;52;2019;11285796;0;25448;7493892;7100480;886218;69;69;0;1950817;1989045;12780;0;25448;558249;2983;0;984779;2973824;11285796;4185316;3860042;2001;0;47890;11237906;0;0;0;65;38;27;1;1;0;0;0;0;0;0;3;0;3;39;30;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;289497;1748169;471400;0;0;304415;119132;0;0;886218;3860042;5518999;0;639396;0;82504;0;181786;119606;0;115319;0;0;0;87942;3085;379054;25837;22425;3226;66776;0;10394;37905;72256;0;57752;52579;0;8643;8408;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10502;H1;52;2019;9083930;2;71121;2421382;2212597;490120;186;186;0;3793634;3864755;0;0;71121;833821;0;0;1605537;5470292;9083930;6871333;5960412;2002;0;21174;9062756;0;0;0;178;87;91;0;0;0;0;0;0;1;1;8;5;3;93;95;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133788;3699982;793685;0;0;530147;151961;89608;47926;490120;5960412;103976;0;108006;0;96341;0;75386;17334;0;215965;0;0;0;0;116205;132435;1893;5029;15592;125590;90713;882;116894;27780;946960;10245;69537;0;45628;51065;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
