idnoremp;Seccion19;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
10051;N3;78;2019;29944412;0;0;543782;326093;1360475;1554;1554;1543;289988;18081542;0;17791554;0;64759;0;4153394;7608867;25690409;29925019;29598926;27050884;2001;0;0;29944412;0;0;0;11;7;4;0;0;0;1543;605;938;0;0;0;0;0;612;942;1554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;289988;64759;0;0;2623725;765894;1095;0;2720949;28411358;0;0;0;0;13310;0;163903;37182;0;17085;0;0;0;0;0;222000;8730;9573;0;0;0;5453;0;0;0;0;0;5543;453;60550;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10052;N3;78;2019;6286806;0;0;261156;213768;202957;151;149;144;135773;3783735;0;3647962;0;32320;0;795225;1758363;5542098;6286806;6073038;5745055;2002;0;0;6286806;2;1;1;5;0;5;0;0;0;144;10;134;0;0;0;0;0;11;140;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;135773;32320;0;0;763992;166826;0;0;405914;5948012;0;0;86384;0;5392;0;40709;0;0;39683;0;0;0;42;0;1984;2488;0;2233;4721;175;0;2699;517;0;0;3206;280;62191;8452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10053;N3;78;2019;3509627;0;0;113956;69023;156504;151;151;149;20143;2121901;0;2101758;0;4629;0;485510;889323;3011224;3509627;3440604;3167728;2002;0;0;3509627;0;0;0;2;2;0;0;0;0;149;24;125;0;0;0;0;0;26;125;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20143;4629;0;0;309375;89809;0;0;313007;3324231;0;0;1250;0;1501;0;25851;16896;0;2458;0;0;0;0;0;66000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10055;N3;78;2019;109909339;0;11100;1476129;838095;5745627;5266;5266;5221;1322455;66032661;0;64699106;11100;288628;0;15289773;28462221;94494882;109889946;109051851;100240509;1973;0;0;109909339;0;0;0;44;28;16;0;0;0;5221;2342;2879;0;0;1;1;0;2371;2895;5266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26996;1303558;280529;0;0;9949880;2933447;0;0;11491253;105985642;0;0;117830;0;91037;0;539722;0;0;159091;0;0;0;0;0;270003;42214;19497;3064;32609;0;5613;25327;690;0;38680;47478;0;11793;71481;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10056;N3;78;2019;16775017;0;17996;305862;291879;456891;1184;1184;1147;524268;10960967;0;10418703;17996;100540;0;2353111;4365036;15326003;16775017;16483138;15782894;1977;0;0;16775017;0;0;0;35;17;18;0;0;0;1147;602;545;0;0;2;1;1;620;564;1184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11648;516114;97046;0;0;1474269;436397;0;0;913782;16239066;0;0;29987;0;11317;0;307;0;0;0;0;0;28359;0;0;24900;15615;4700;52868;7636;26241;0;26570;0;0;4638;15206;0;0;57518;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10057;N3;78;2019;24187335;0;0;1047834;693486;686162;881;881;864;220048;15076483;0;14856435;0;54033;0;3522266;6701606;21778089;24187335;23493849;22464251;1977;0;0;24187335;0;0;0;17;4;13;0;0;0;864;181;683;0;0;0;0;0;185;696;881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;220048;54033;0;0;2464788;660519;0;0;1372324;23150413;0;0;144915;0;21669;0;291879;35259;0;186243;0;0;0;971;28381;0;0;14345;2803;20720;20;3656;10168;644;23790;19711;11911;0;208692;22057;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10058;N3;80;2019;32331730;0;35147;3880985;2787149;1090304;1285;1283;0;2401961;19370583;16933475;0;35147;513391;3696578;0;7861023;27231606;31684527;28897378;28321910;1990;1288591;0;31043139;2;1;1;110;40;70;1169;210;959;0;0;0;0;0;4;2;2;253;1032;1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6818;2397188;511346;0;0;2910689;740365;0;0;2180608;29412214;1944;647203;243544;0;27370;0;197661;195929;0;734147;0;0;0;50684;200038;224985;65724;73359;12787;255898;48213;26618;229733;134010;32400;0;32534;127268;218181;99608;1147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10059;N3;80;2019;25678481;0;31608;2897401;2501434;1008868;797;795;0;0;12017736;11986128;0;31608;0;2943467;0;5727560;17745296;25678481;23177047;18754164;1991;0;0;25678481;2;0;2;0;0;0;792;12;780;0;0;0;0;0;3;3;0;15;782;797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2151018;552851;80224;0;2017736;19763032;0;0;182561;0;19129;0;202179;151236;0;0;0;0;0;177779;0;233540;75939;80223;12168;261528;372803;0;450419;51135;0;0;44237;222586;292898;66630;411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10060;N3;80;2019;5493705;0;0;722986;673591;134795;178;178;0;0;2898847;2898847;0;0;0;646334;0;1236742;4135589;5493705;4820114;4270384;1996;0;0;5493705;0;0;0;0;0;0;178;10;168;0;0;0;0;0;0;0;0;10;168;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;469917;120491;0;0;269590;4405179;59926;0;98613;0;4160;0;40032;0;0;45222;0;0;0;0;76457;120091;18031;40247;4372;77538;482;0;21818;5529;5868;0;4286;49724;47236;2899;455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10062;N3;80;2019;4398138;0;19557;3184280;3173889;30564;40;40;0;554699;629695;55439;0;19557;121091;12103;0;260804;890499;4398138;1224249;921063;2002;0;0;4398138;0;0;0;33;8;25;5;0;5;0;0;0;0;0;2;1;1;9;31;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;554699;121091;0;0;101542;26068;0;0;61128;951627;2535819;0;116764;0;1564;0;2919;642;0;223211;0;0;0;23251;1920;27958;12672;2708;2869;29298;70809;0;2574;40263;0;25171;6957;282;10899;45558;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10063;N3;80;2019;188003484;0;76655;79541341;77163811;3146300;3687;3687;0;893498;66769287;65799134;0;76655;615943;16753269;0;30549279;97318566;188003484;110839673;100464866;1967;0;0;188003484;0;0;0;21;10;11;3657;732;2925;0;0;0;0;0;9;4;5;746;2941;3687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338329;656668;514444;0;0;10607623;2572444;0;0;6292599;103611165;924473;0;1183356;0;164998;0;1454391;0;0;62694249;0;0;0;103801;1807492;969462;269214;482878;31200;1400790;1008258;120975;2990199;846452;102678;0;168726;1135944;1441583;239094;1128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10064;N3;80;2019;12773798;0;0;894089;821166;260398;463;463;0;7062316;7062316;0;0;0;1664278;0;0;3144656;10206972;12773798;11952632;10467370;1973;0;0;12773798;0;0;0;463;18;445;0;0;0;0;0;0;0;0;0;0;0;18;445;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;354912;6813878;1557804;0;0;1197653;282725;0;0;520796;10727768;178744;0;120085;0;8391;0;58748;508;0;162682;0;0;0;0;0;47040;45995;20845;9745;51752;0;0;37269;6423;2773;10353;10781;12675;77209;32071;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10065;N3;80;2019;14797896;2;0;837731;621874;181946;451;451;0;828389;8248633;7420244;0;0;308742;2442002;0;4527234;12775867;14795232;14173358;12957813;1978;264590;0;14533306;0;0;0;37;1;36;414;12;402;0;0;0;0;2;0;0;0;13;440;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120400;744109;272622;0;0;1421703;354787;0;35990;363892;13139759;6175;2664;67976;0;105379;0;61224;41421;0;37678;0;0;0;0;20129;0;68472;65358;1974;63375;23539;0;58340;4917;0;13355;7886;35170;99013;17641;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10066;N3;80;2019;23663141;0;20463;3461041;2269860;507369;841;841;0;124157;12735064;12590444;0;20463;27104;2656977;0;5163558;17898622;23663141;21393281;18405991;1981;0;0;23663141;0;0;0;1;0;1;838;198;640;0;0;0;0;0;2;1;1;199;642;841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;124157;27104;0;0;1983267;496210;0;0;1014737;18913359;106201;0;106978;0;105071;0;142214;923121;0;27607;0;0;0;50027;88061;210080;30218;132222;7421;281002;216720;16938;305234;165160;0;11836;12869;181863;280634;59429;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10067;N3;80;2019;17787570;0;21596;1457747;1344975;510389;605;605;0;396034;10517133;10099503;0;21596;86455;2204722;0;4335418;14852551;17787570;16442595;15362940;1981;0;0;17787570;0;0;0;21;15;6;582;50;532;0;0;0;0;0;2;0;2;65;540;605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;396034;86455;0;0;1652081;392160;0;0;1020778;15873329;188667;0;78922;0;14169;0;87720;0;0;12658;0;0;0;23499;36072;100626;70181;54202;5955;122157;1200;499;201406;21429;0;5347;15233;60573;287331;69901;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10068;N3;80;2019;5017004;0;38138;1483587;413524;11130;89;86;0;124152;1173482;1011192;0;38138;27103;220744;0;616994;1790476;4217834;3804310;1801606;1986;1354526;0;3662478;3;1;2;10;5;5;72;31;41;0;0;0;0;0;4;2;2;39;50;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;124152;27103;0;0;327611;41536;0;0;22260;1812736;0;799170;35596;0;41614;0;24487;200975;0;20138;0;0;0;0;0;63256;18172;14211;4061;38458;13761;1360;93479;5373;0;2277;12865;12367;8689;72504;774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
10069;N3;81;2019;5158653;0;0;407138;220190;269668;150;148;0;0;1794076;1794076;0;0;0;347976;0;619111;2413187;5158653;4938463;2682855;1991;0;0;5158653;2;1;1;0;0;0;148;127;21;0;0;0;0;0;0;0;0;128;22;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;207914;63221;0;0;269668;2682855;0;0;39580;0;35811;0;91322;57991;0;16438;0;0;0;0;0;0;0;8100;1080;8532;5494;0;56947;0;0;0;0;0;67843;18000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10070;N3;81;2019;102328461;0;40500;12374803;10426504;6043480;4140;4140;0;0;47641932;47601432;0;40500;0;11351364;0;20298664;67940596;102328461;91901957;73984076;1991;0;18738;102309723;0;0;0;0;0;0;4135;2278;1857;0;0;0;0;0;5;2;3;2280;1860;4140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;6945216;2002084;0;0;6043480;73984076;0;0;461284;0;280060;0;1420770;146810;0;1895023;0;0;0;216154;1265809;268224;20730;779539;9866;206550;213987;427622;1700430;435684;0;8210;211198;1275463;1003807;127529;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10071;N3;81;2019;6998894;0;64574;668087;588924;356936;306;306;0;75306;4059103;3919223;0;64574;17798;868893;0;1609394;5668497;6665614;6076690;6025433;1993;0;0;6998894;0;0;0;5;3;2;295;104;191;0;0;0;0;0;6;2;4;109;197;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;75306;17798;0;0;568068;154635;0;0;356936;6025433;392419;0;80393;0;45123;0;32867;0;0;27674;0;0;0;1885;1920;0;0;3301;2536;2472;8518;0;2363;0;5457;1018;6500;0;53641;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10072;N4;82;2019;70437753;0;691767;6142213;5217366;4773601;3087;3087;0;559090;38463053;37212196;0;691767;118732;8769942;0;16328007;54791060;70437753;65220387;59564661;2001;0;0;70437753;0;0;0;15;9;6;2989;561;2428;0;0;0;0;0;83;51;32;621;2466;3087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118062;476447;83313;0;0;5836348;1597058;5927;0;4773601;59564661;0;0;223345;0;359146;0;452310;62946;0;2388668;0;0;0;0;9459;304939;18345;123338;9031;97388;21855;241998;106220;186277;0;0;81518;35595;1413934;5901;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10073;M1;71;2019;48228999;0;0;32967471;32323932;465127;198;198;0;6280238;6280238;0;0;0;1444994;0;0;3024335;9304573;48228999;15905067;9769700;1988;0;0;48228999;0;0;0;198;45;153;0;0;0;0;0;0;0;0;0;0;0;45;153;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110213;6203089;1411930;0;0;1274309;337236;0;0;465127;9801904;0;0;297598;0;221544;0;62041;36456;0;29518590;0;0;0;159866;221324;48592;5068;49887;9106;193802;193444;326;524806;521836;43273;0;97133;161205;493065;108467;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
10075;N4;82;2019;12038271;0;17951;8709495;8541652;240127;31;31;0;812754;879297;48592;0;17951;267441;7267;0;465444;1344741;12013774;3472122;1584868;2000;45939;0;11992332;0;0;0;27;10;17;2;1;1;0;0;0;0;0;2;1;1;12;19;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267115;625773;187306;0;0;132990;44456;13290;0;240127;1584867;1023208;24497;368939;0;118356;0;14111;4067;0;49844;0;0;6475115;96194;695;99278;8751;19651;10693;107856;1279;0;70209;4111;0;0;96558;32214;8774;75095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10076;P;85;2019;12335763;0;87144;2057789;1909343;63287;174;174;;3269645;5711329;2354540;0;87144;746528;537541;0;2972651;8683980;12335763;10426420;8747267;1988;0;0;12335763;0;0;0;95;40;55;70;24;46;;;;0;0;9;2;7;66;108;174;0;0;0;0;0;0;40;55;0;0;0;0;0;0;11;31;26;29;0;0;0;0;0;0;0;0;0;0;2;7;42;62;11;31;26;29;0;0;0;3269645;746528;0;0;1182378;506204;0;0;63287;8747267;0;0;297720;0;87593;0;44574;0;0;0;0;0;0;227987;0;0;22456;0;21954;205206;11508;251587;588722;29864;0;0;0;0;26492;242126;0;0;0;0;3269645;0;0;746528;0;0;0;0;0;687407;295590;199381;294295;126549;85360;0;0;0;0;87144;0;63287;0;0;5148306;2149250;1449711;4
10077;P;85;2019;3717418;0;19047;885655;755745;104011;53;53;;309494;1284903;956362;0;19047;70667;197617;0;632939;1917842;3717418;2961673;2021853;2002;0;0;3717418;0;0;0;3;2;1;42;25;17;;;;0;0;4;3;1;31;22;53;0;0;0;0;0;0;2;1;0;0;0;0;13;10;10;5;3;3;0;0;0;0;0;0;1;3;0;0;3;1;18;12;10;5;3;3;10096;0;0;309494;70667;0;0;255338;109317;0;0;104011;2710456;17112;0;68322;0;0;0;2226;120913;0;270109;0;0;0;158241;1450;0;8238;12612;10643;44309;645;31275;4983;7651;0;0;12958;926;5046;107808;188;0;0;0;309494;0;0;70667;0;0;0;0;0;114887;116463;23988;49186;49861;10270;0;0;0;688603;19047;0;104011;0;0;1007287;841284;173282;4
10078;P;85;2019;8736629;0;34776;5687291;5146148;110160;37;32;;773944;867184;58464;0;34776;168953;12764;0;376619;1243803;8736629;3590481;1353963;1999;0;7245378;1491251;5;0;5;25;12;13;3;1;2;;;;0;0;4;3;1;16;21;37;0;5;0;0;0;0;12;13;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;15;19;1;2;0;0;0;0;0;773944;168953;0;0;116539;78363;0;0;110160;1353963;11600;0;3969822;0;22478;0;200000;307243;0;244284;0;0;33919;0;0;433596;5524;85005;11500;33598;1650;4444;155334;0;0;0;10227;5540;0;151527;0;0;0;0;773944;0;0;168953;0;0;0;0;0;108353;8186;0;76024;2339;0;0;0;0;0;34776;0;101838;8322;0;1263888;90075;0;4
10079;P;85;2019;343930432;0;816518;120390352;111589314;25083811;1944;1944;;65936016;93442021;26689487;0;816518;24035286;8797381;0;69415661;162857682;340056065;228466751;187941493;1966;11468098;25557478;306904856;0;0;0;1100;554;546;675;323;352;;;;0;0;83;49;34;962;982;1944;0;0;0;0;0;0;467;361;84;180;6;9;232;213;83;128;15;21;0;0;0;0;0;0;36;50;0;0;49;34;748;608;167;308;21;30;215472;0;33226517;42677454;14067331;0;0;26185859;10397135;0;0;25083811;198821970;30343212;3874367;22180034;18932;1203847;0;2553377;573011;0;8923731;0;0;0;4867966;4635564;287417;7599678;949205;634362;1532698;919575;3440485;11118997;8375106;26449;0;655810;188339;398986;4995488;93716;33226517;0;0;31934131;10167730;575593;10526120;3351484;189727;0;0;0;18523837;6913057;748965;7354917;2744840;297378;0;0;0;10880477;816518;0;25083811;0;0;150250131;34007019;3684343;3
10080;P;85;2019;72688423;0;503964;12418841;10538261;928900;857;857;;30963833;31467797;0;0;503964;8489138;0;0;17945665;49413462;72688423;62150162;50342362;1967;0;6303544;66384879;0;0;0;764;309;455;0;0;0;;;;0;0;51;18;33;341;516;857;0;0;0;0;0;0;243;299;66;155;0;2;0;0;0;0;0;0;0;0;0;0;0;0;14;28;0;0;18;33;261;332;66;155;0;2;106012;0;2290328;29360603;7802040;0;0;7628519;3294542;37958;0;928900;56960854;213554;0;2831029;18931;181990;0;1623088;0;0;983275;0;0;0;0;380176;1330184;398009;440298;233565;296863;9533;53461;1074416;296799;0;0;227825;39343;129323;1654741;2438;352537;1937791;0;18088969;11172150;99484;5108472;2671075;22493;0;0;0;4792536;2811989;23994;2106594;1177698;10250;37958;0;0;5114000;503964;0;928900;0;0;31919930;19770703;156221;4
10081;P;85;2019;17752950;0;45991;6316070;6178951;15481;162;162;0;1432269;4402582;2924322;0;45991;451929;888331;0;2746850;7149432;17752950;11573999;7164913;1965;0;0;17752950;0;0;0;11;5;6;145;65;80;0;0;0;0;0;5;5;0;75;87;162;0;0;0;0;0;0;5;6;0;0;0;0;32;25;14;23;37;63;0;0;0;0;0;0;0;1;0;0;5;0;42;31;14;23;37;63;2460;0;376779;1168524;338895;0;0;961412;445178;0;0;15481;7237285;0;0;3717815;0;50056;0;62203;0;0;0;0;0;0;0;0;143272;47460;82052;0;149930;51912;1000158;556207;372509;0;0;52763;0;29733;0;0;376779;0;0;1168524;0;0;338895;0;0;0;0;0;452133;245412;263867;179283;120295;145600;0;0;0;72372;45991;0;811;3231;11439;3622977;1539272;2002664;4
10082;P;85;2019;2295043;0;28263;1297123;778325;28488;33;33;;576202;737365;132900;0;28263;125790;29014;0;319620;1056985;2295043;1516718;1085473;1972;0;97003;2198040;0;0;0;22;9;13;8;2;6;;;;0;0;3;2;1;13;20;33;0;0;0;0;0;0;7;13;2;0;0;0;0;0;0;0;4;11;0;0;0;0;0;0;0;0;0;0;2;1;9;14;2;0;4;11;769;0;0;576202;125790;0;0;114653;50163;0;0;28488;1114707;46498;0;284129;0;4821;0;71530;437925;0;70211;0;0;0;29495;0;0;6887;893;17986;40561;12089;105047;50391;1200;0;815;9512;0;9524;97370;239;0;0;0;545087;31115;0;118995;6795;0;0;0;0;87613;5377;21663;38332;2353;9478;0;0;0;29234;28263;0;13246;2895;12347;831536;48535;205402;4
10083;P;85;2019;112055127;0;429328;93308850;91020228;1151370;1009;1009;;21921726;35743172;13392118;0;429328;5869838;2923504;0;16944104;52687276;112055127;21034899;53838646;1971;0;0;112055127;0;0;0;376;178;198;565;303;262;;;;0;0;50;27;23;514;495;1009;0;0;0;0;0;0;32;34;137;153;17;22;233;164;40;33;59;129;0;0;0;0;0;0;6;10;0;2;27;23;292;221;177;186;76;151;39810;4288;3614402;19391645;4785517;0;0;5670093;2480669;0;0;1151370;55686068;454470;0;4688098;0;321131;0;800040;300000;0;73752809;0;0;0;441863;642849;0;10153;502048;97076;587290;1303588;2887926;1863458;814583;0;0;1701834;0;233693;1898035;7906;3614402;0;0;3186792;15014058;1190795;1247995;3277570;259952;0;0;0;2002308;2844220;823565;876011;1244347;360311;0;0;0;1792627;429328;54795;850630;155387;145353;20438476;25850457;7549713;4
10084;P;85;2019;80131066;47;122810;17854759;17221259;362946;844;844;0;6759884;35151372;28268678;0;122810;3109546;6463523;0;20876851;56028223;80131066;62909807;56391169;1974;0;0;80131066;0;0;0;36;25;11;790;456;334;0;0;0;32;15;18;10;8;523;368;891;0;0;0;0;0;0;25;11;0;0;0;0;205;173;190;107;122;107;32;15;0;0;0;0;0;0;0;0;10;8;272;207;190;107;122;107;0;0;0;6759884;3109546;0;0;8223493;3080289;0;1008872;362946;56391169;2783511;0;3650814;0;191241;0;343545;0;0;2874649;0;0;5380;894523;175614;0;84140;325679;102076;481890;11951;261140;1160986;114400;0;1941705;744457;6499;60227;626513;4947;0;0;0;6759884;0;0;3109546;0;0;0;0;0;5730824;2375971;116698;1202715;1498386;379188;0;0;0;0;122810;0;231106;8768;123072;33231076;17905206;5254887;4
10085;Q;86;2019;11482198;0;4140;4725027;4692780;20148;147;145;0;2005038;2009178;0;0;4140;832125;0;0;1223441;3232619;11482198;6789418;3252767;1988;0;0;11482198;2;1;1;144;79;65;0;0;0;0;0;0;0;0;1;1;0;81;66;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2005038;832125;0;0;293072;98244;0;0;20148;3252767;4206655;0;52010;0;0;0;27862;0;0;2987;0;0;0;172462;0;0;0;0;83214;6024;35014;0;0;23472;0;4269;21658;29314;4158;29480;26448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10086;Q;86;2019;27972790;80;25089;23063862;21811526;60067;69;69;0;0;867508;842419;0;25089;0;246826;0;456586;1324094;27972790;6161264;1384161;1988;0;0;27972790;0;0;0;0;0;0;65;13;52;0;0;0;20;60;4;4;0;37;112;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;162165;47595;0;1234108;60067;1384161;15641718;0;1471925;0;854000;0;252127;111221;0;616580;0;0;0;197987;93832;396230;0;41705;40597;82012;112563;11410;1209840;6033;0;0;112045;27946;13908;534948;1127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10087;Q;86;2019;93366320;474;18315;102879987;101596385;0;41;38;0;1080292;1098607;0;0;18315;286895;0;0;559831;1658438;93366320;-8230065;1658438;1991;0;0;93366320;3;1;2;36;28;8;0;0;0;0;0;0;330;144;2;0;2;359;156;515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1080292;286895;0;0;239052;59276;0;15610951;0;1683830;69379762;0;1345960;0;93;0;387316;742054;0;34421;0;0;0;918578;171504;0;27329;811783;133144;95078;92134;60565;10781235;218271;0;0;246442;12866;0;1754362;56139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10088;Q;86;2019;120903846;806;37979;67087679;58805678;51605;67;64;0;1133964;1248009;76066;0;37979;369420;17023;0;614487;1862496;120903846;62098168;1914101;1992;0;0;120903846;3;1;2;53;41;12;7;5;2;0;0;0;641;165;4;2;2;690;183;873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127030;1045043;331311;0;0;175672;52372;0;20235293;51605;1914101;33086690;0;200154;0;2644;0;566851;7659137;0;300228;0;0;0;367873;162221;0;3000;202258;299349;206838;24893;31791;55295;158619;0;40614;144430;92197;2600;3131182;113522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10090;Q;86;2019;160248918;560;285882;114085611;111253146;1482706;907;907;0;21374421;21660303;0;0;285882;5419787;0;0;9671540;31331843;160248918;48995772;32814549;1994;0;0;160248918;0;0;0;871;653;218;0;0;0;0;0;0;328;232;36;32;4;1013;454;1467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2470503;19645069;4678636;0;0;3271144;980609;0;18625645;1482706;32814549;65906592;0;2816123;0;17751;0;145052;2428200;0;2213987;0;0;0;2662274;539768;7083351;0;682543;347465;1637840;247660;29710;3977939;1828978;0;114969;433514;37321;123166;2183997;1766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10091;Q;86;2019;0;0;;;;;0;0;0;;;;;;;;;0;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
10092;Q;86;2019;7543001;0;50167;4830322;4378906;157872;62;62;0;331873;1114975;732935;0;50167;72868;170966;0;461655;1576630;7543001;3164095;1734502;1995;0;0;7543001;0;0;0;4;2;2;48;37;11;0;0;0;0;0;10;7;3;46;16;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;331873;72868;0;0;161591;56230;0;0;157872;1734502;3406661;0;132464;0;5383;0;41267;396283;0;18705;0;0;0;0;0;0;756;37755;26417;19762;5399;14024;174833;60349;0;266363;45845;4856;23476;142967;6757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10093;Q;86;2019;42278441;0;257827;20719362;20085800;3397069;614;609;0;11470473;11728300;0;0;257827;5927835;0;0;7994322;19722622;42278441;22192641;23119691;1996;0;0;42278441;5;2;3;584;240;344;0;0;0;0;0;0;0;0;25;1;24;243;371;614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;248683;11296395;5853230;0;0;1489279;490502;86706;0;3397069;23119691;6895367;0;80006;0;367885;0;176612;0;0;686003;0;0;4293009;0;166066;329808;22746;0;46467;675618;375720;211062;3222147;22961;0;0;153765;2643809;50792;295952;3567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
